Concurso,Data do Sorteio,Bola1,Bola2,Bola3,Bola4,Bola5,Bola6,Ganhadores 6 acertos,Cidade / UF,Rateio 6 acertos,Ganhadores 5 acertos,Cidade/UF 5 acertos,Rateio 5 acertos,Ganhadores 4 acertos,Cidade/UF 4 acertos,Rateio 4 acertos,Acumulado 6 acertos,Arrecadação Total,Estimativa prêmio,Acumulado Sorteio Especial Mega da Virada,Observação
197,11/12/1999,05,12,15,19,29,52,0,,0.0,128,,8259.15,8720,,120.78,,0.0,0.0,,"Previsão prêmio próximo concurso R$4.200.000,00."
198,18/12/1999,01,08,18,23,35,40,0,,0.0,125,,8881.02,7134,,155.02,,0.0,0.0,,"Previsão prêmio próximo concurso R$5.000.000,00."
199,24/12/1999,10,16,37,50,52,57,1,,4915593.2,34,,28316.55,3143,,305.16,,0.0,0.0,,"Previsão prêmio próximo concurso R$16.500.000,00."
200,31/12/1999,12,15,19,34,44,51,2,,8829389.2,186,,11008.48,13027,,156.59,,0.0,0.0,,Os ganhadores da MEGASENA são de: Clevelândia/PR e São José dos Campos/SP.
201,08/01/2000,05,20,22,30,35,55,1,,1038373.94,77,,11237.81,4502,,191.48,,0.0,0.0,,"Previsão prêmio próximo concurso R$1.070.000,00."
202,15/01/2000,12,24,44,45,49,53,0,,0.0,65,,12412.65,4279,,187.85,,0.0,0.0,,"Estimativa prêmio próximo concurso R$2.000.000,00."
203,22/01/2000,11,19,29,44,47,55,0,,0.0,63,,14099.33,5417,,163.36,,0.0,0.0,,"Estimativa prêmio próximo concurso R$3.300.000,00."
204,29/01/2000,29,31,39,41,51,58,0,,0.0,32,,30221.85,2400,,401.43,,0.0,0.0,,"Previsão prêmio próximo concurso R$4.500.000,00."
205,05/02/2000,26,32,40,43,46,54,1,,4490339.49,71,,15208.03,6014,,178.86,,0.0,0.0,,"Previsão prêmio próximo concurso R$900.000,00."
206,12/02/2000,18,20,26,34,51,56,0,,0.0,43,,17769.34,3478,,218.86,,0.0,0.0,,"Previsão prêmio próximo concurso R$2.000.000,00."
207,19/02/2000,03,07,19,24,53,55,0,,0.0,90,,9663.76,6510,,133.1,,0.0,0.0,,"Previsão prêmio próximo concurso R$3.200.000,00."
208,26/02/2000,15,23,24,25,47,57,0,,0.0,72,,12679.18,5232,,173.83,,0.0,0.0,,"Previsão prêmio próximo concurso R$4.300.000,00."
209,04/03/2000,13,21,26,32,41,52,0,,0.0,81,,12349.82,5496,,181.32,,0.0,0.0,,"Previsão prêmio próximo concurso R$14.000.000,00."
210,11/03/2000,20,32,37,38,48,58,0,,0.0,29,,46721.17,3921,,344.24,,0.0,0.0,,Previsão prêmio próximo concursoR$16MILHÕES.
211,18/03/2000,10,20,33,40,45,50,0,,0.0,164,,10880.27,16680,,106.58,,0.0,0.0,,"Previsão prêmio próximo concurso R$19.000.000,00."
212,25/03/2000,06,15,29,45,57,59,0,,0.0,147,,13318.79,9880,,197.42,,0.0,0.0,,"Previsão prêmio próximo concurso R$21.000.000,00."
213,01/04/2000,03,09,23,30,32,35,3,,7089194.54,312,,7299.77,18348,,123.66,,0.0,0.0,,"Previsão prêmio próximo concurso R$1.000.000,00."
214,08/04/2000,06,12,30,31,35,50,0,,0.0,54,,15578.04,3769,,222.35,,0.0,0.0,,"Previsão prêmio próximo concurso R$2.100.000,00."
215,15/04/2000,07,28,37,46,53,58,0,,0.0,78,,12078.4,4942,,189.92,,0.0,0.0,,"Previsão prêmio próximo concurso R$3.400.000,00."
216,22/04/2000,14,18,30,35,42,59,4,,801057.55,91,,9745.75,5049,,175.0,,0.0,0.0,,"Previsão prêmio próximo concurso R$900.000,00."
217,29/04/2000,03,27,32,45,49,51,0,,0.0,159,,4599.62,5820,,125.19,,0.0,0.0,,"Previsão prêmio próximo concurso R$1.800.000,00."
218,06/05/2000,12,17,40,42,47,54,1,,1878255.09,95,,8777.61,4679,,177.55,,0.0,0.0,,"Previsão prêmio próximo concurso R$1.000.000,00."
219,13/05/2000,23,26,28,36,42,49,0,,0.0,80,,9221.78,5139,,143.02,,0.0,0.0,,"Previsão prêmio próximo concurso R$12.000.000,00."
220,20/05/2000,13,14,36,53,55,60,1,,12636751.12,125,,12488.05,8067,,192.78,,0.0,0.0,,"Previsão prêmio próximo concurso R$1.000.000,00."
221,27/05/2000,13,27,43,50,54,58,0,,0.0,49,,14565.66,3793,,187.45,,0.0,0.0,,"Previsão prêmio próximo concurso R$2.000.000,00."
222,03/06/2000,05,19,30,48,52,55,0,,0.0,55,,15243.16,4462,,187.18,,0.0,0.0,,"Previsão prêmio próximo concurso R$3.000.000,00."
223,10/06/2000,02,06,22,24,28,58,0,,0.0,163,,5838.31,7780,,121.86,,0.0,0.0,,"Estimativa de prêmio p/ Conc.224 (Sena) R$ 4.400.000,00. Sorteio realizado em Graça/SP."
224,17/06/2000,07,16,18,20,21,44,0,,0.0,119,,8706.35,7185,,143.77,,0.0,0.0,,"Previsão prêmio próximo concurso R$5.800.00,00."
225,24/06/2000,02,04,16,21,37,58,0,,0.0,83,,12542.39,5517,,188.14,,0.0,0.0,,"Previsão prêmio próximo concurso R$7.000.000,00."
226,01/07/2000,01,02,38,49,50,59,1,,6916920.13,78,,15170.39,4123,,286.14,,0.0,0.0,,"Previsão prêmio próximo concurso R$1.000.000,00."
227,08/07/2000,11,26,27,37,42,48,0,,0.0,51,,14471.45,3648,,201.72,,0.0,0.0,,"Previsão prêmio próximo concurso R$2.000.000,00."
228,15/07/2000,13,16,40,43,45,59,0,,0.0,64,,13240.28,4497,,187.87,,0.0,0.0,,"Previsão prêmio próximo concurso R$3.300.000,00."
229,22/07/2000,11,13,21,33,39,45,1,,2992781.57,121,,7508.79,7685,,117.88,,0.0,0.0,,"Previsão prêmio próximo concurso R$8.800.000,00."
230,29/07/2000,08,40,41,44,53,56,0,,0.0,94,,15000.56,5820,,241.56,,0.0,0.0,,"Previsão prêmio próximo concurso R$11.600.000,00."
231,05/08/2000,16,27,36,42,44,59,0,,0.0,125,,12896.11,9458,,169.93,,0.0,0.0,,"Previsão prêmio próximo concurso R$13.800.000,00."
232,12/08/2000,19,22,29,37,41,59,0,,0.0,124,,14598.36,8807,,204.93,,0.0,0.0,,"Previsão prêmio próximo concurso R$16.200.000,00."
233,19/08/2000,03,07,24,32,36,45,5,,3196547.03,512,,3790.28,21452,,90.2,,0.0,0.0,,"Previsão prêmio próximo concurso R$1.000.000,00."
234,26/08/2000,15,25,41,42,45,54,0,,0.0,39,,19369.91,3505,,214.89,,0.0,0.0,,"Previsão prêmio próximo concurso R$2.000.000,00."
235,02/09/2000,02,22,29,31,41,55,0,,0.0,52,,16604.49,3086,,278.96,,0.0,0.0,,"Previsão prêmio próximo concurso R$3.200.000,00."
236,09/09/2000,10,25,50,52,57,60,0,,0.0,76,,12197.95,4703,,196.53,,0.0,0.0,,"Previsão prêmio próximo concurso R$4.300.000,00."
237,16/09/2000,07,31,36,45,56,57,0,,0.0,54,,19896.75,4145,,258.44,,0.0,0.0,,"Previsão prêmio próximo concurso R$5.900.000,00."
238,23/09/2000,09,13,15,37,41,42,4,,1429476.11,188,,6088.25,10483,,108.86,,0.0,0.0,,"Previsão prêmio próximo concurso R$900.000,00."
239,30/09/2000,06,21,33,44,46,47,1,,866183.32,30,,24060.65,3826,,188.1,,0.0,0.0,,"Previsão prêmio próximo concurso: R$11.500.000,00."
240,07/10/2000,25,28,38,41,57,59,0,,0.0,103,,15200.74,6244,,250.0,,0.0,0.0,,Estimativa de prêmio (sena) do próximo concurso R$14 MILHÕES.
241,14/10/2000,11,31,35,40,56,57,0,,0.0,74,,22811.94,5485,,306.85,,0.0,0.0,,"Estimativa prêmio próximo concurso R$16.000.000,00."
242,21/10/2000,04,07,21,22,28,56,0,,0.0,203,,9933.73,13497,,148.97,,0.0,0.0,,Estimativa de prêmio do próximo concurso (sena): R$ 19MILHÕES.
243,28/10/2000,11,16,20,23,32,47,0,,0.0,180,,12019.97,13705,,157.4,,0.0,0.0,,"Estimativa de prêmio próximo concurso: R$23.000.000,00"
244,04/11/2000,19,24,33,47,50,60,0,,0.0,204,,13698.02,14735,,189.08,,0.0,0.0,,Previsão de prêmio para próximo concurso (245) é de R$ 27 MILHÕES.
245,11/11/2000,08,27,44,51,53,60,3,,9153484.88,283,,15838.62,21593,,206.96,,0.0,0.0,,"Previsão de prêmio do próximo concurso R$900.000,00."
246,18/11/2000,02,16,32,37,43,57,0,,0.0,93,,9292.06,5429,,158.71,,0.0,0.0,,"Estimativa de prêmio do próximo concurso (247): R$2.300.000,00."
247,25/11/2000,03,10,23,30,34,46,0,,0.0,80,,12080.19,6425,,149.96,,0.0,0.0,,"Previsão de prêmio (sena) para próximo concurso (248) é de R$3.600.000,00"
248,02/12/2000,16,32,34,35,41,56,0,,0.0,50,,21550.72,4862,,220.96,,0.0,0.0,,Estimativa prêmio próximo concurso:R$5MILHÕES.
249,09/12/2000,21,36,40,49,54,55,0,,0.0,60,,19680.2,4247,,277.21,,0.0,0.0,,"Previsão prêmio próximo concurso final zero R$22.500.000,00."
250,16/12/2000,07,25,41,42,43,55,0,,0.0,203,,10867.31,15545,,141.5,,0.0,0.0,,ESTIMATIVA PRÊMIO PRÓXIMO CONCURSO (SENA): R$26MILHÕES.
251,23/12/2000,15,23,30,34,49,55,0,,0.0,180,,15473.98,12813,,216.73,,0.0,0.0,,"Previsão prêmio próximo concurso 
(sena) R$31 MILHÕES."
252,30/12/2000,04,17,26,32,51,54,2,,15107002.24,354,,10070.62,22122,,160.67,,0.0,0.0,,Estimativa prêmio próximo concurso: R$1 MILHÃO.
253,06/01/2001,11,12,24,37,44,56,0,,0.0,126,,6985.77,7260,,120.88,,0.0,0.0,,"Estimativa prêmio próximo concurso (Sena):R$2.500.000,00."
254,13/01/2001,01,04,21,22,30,56,0,,0.0,66,,16400.47,6381,,169.14,,0.0,0.0,,Estimativa prêmio próximo concurso (sena):R$4MILHÕES.
255,20/01/2001,16,19,20,32,44,55,0,,0.0,80,,14363.63,6812,,168.19,,0.0,0.0,,"Previsão prêmio próximo concurso(Sena)R$5.500.000,00"
256,27/01/2001,02,21,26,32,34,52,0,,0.0,91,,13336.96,6319,,191.49,,0.0,0.0,,Estimativa prêmio próximo concurso (sena):R$7MILHÕES.
257,03/02/2001,01,04,05,19,28,34,1,,6808483.96,175,,7704.83,11706,,114.84,,0.0,0.0,,"PREVISÃO PRÊMIO PRÓXIMO CONCURSO(Sena):R$1.000.000,00"
258,10/02/2001,07,12,50,54,55,60,0,,0.0,53,,15960.68,3615,,233.3,,0.0,0.0,,"Previsão prêmio próximo concurso (Sena): R$2.300.000,00"
259,17/02/2001,13,15,20,33,43,58,0,,0.0,65,,15136.22,5581,,175.77,,0.0,0.0,,Estimativa prêmio próximo concurso (sena):R$17MILHÕES.
260,24/02/2001,04,06,33,43,59,60,0,,0.0,120,,16065.94,8956,,214.63,,0.0,0.0,,"Previsão prêmio próximo concurso(sena): R$20.000.000,00"
261,03/03/2001,05,16,20,30,54,56,0,,0.0,91,,22350.19,7281,,278.51,,0.0,0.0,,Estimativa prêmio próximo concurso (262): R$23MILHÕES.
262,10/03/2001,11,20,48,53,58,60,0,,0.0,108,,24643.78,8838,,300.24,,0.0,0.0,,"Estimativa prêmio próximo concurso (sena)Rr$27.000.000,00."
263,17/03/2001,08,09,26,43,50,53,0,,0.0,136,,24937.18,12752,,265.17,,0.0,0.0,,Estimativa prêmio próximo concurso (sena): R$32Milhões.
264,24/03/2001,01,05,13,25,31,33,2,,16055880.73,979,,4298.96,50364,,83.25,,0.0,0.0,,"Previsão prêmio próximo concurso(Sena) R$1.000.000,00"
265,31/03/2001,07,16,34,41,50,53,0,,0.0,64,,14676.59,3855,,242.74,,0.0,0.0,,"Estimativa prêmio próximo concurso (sena):R$2.500.000,00."
266,07/04/2001,02,23,38,46,48,54,0,,0.0,89,,12318.14,6687,,163.33,,0.0,0.0,,"PREVISÃO PRÊMIO(SENA)PRÓXIMO CONCURSO: R$4.000.000,00"
267,14/04/2001,01,08,45,46,55,58,0,,0.0,46,,23142.59,4076,,260.19,,0.0,0.0,,"ESTIMATIVA PRÊMIO (SENA) PRÓXIMO CONCURSO: R$5.000.000,00."
268,21/04/2001,05,06,10,21,33,47,0,,0.0,111,,10348.29,10133,,112.93,,0.0,0.0,,Estimativa prêmio próximo concurso (sena):R$7MILHÕES.
269,28/04/2001,17,18,19,25,49,52,0,,0.0,110,,12115.7,8717,,152.31,,0.0,0.0,,"Estimativa prêmio (Sena) próximo concurso: R$25.000.000,00."
270,05/05/2001,05,09,27,35,40,45,1,,25186260.21,228,,9665.14,16867,,130.16,,0.0,0.0,,Estimativa prêmio próximo concurso (sena):1MILHÃO.
271,12/05/2001,14,24,26,29,31,54,0,,0.0,43,,19939.25,4385,,194.79,,0.0,0.0,,"Estimativa prêmio (Sena) próximo concurso: R$2.500.000,00."
272,19/05/2001,09,10,24,36,56,58,0,,0.0,70,,14013.37,5491,,177.97,,0.0,0.0,,"Estimativa prêmio próximo concurso (sena):R$3.500.000,00."
273,26/05/2001,10,17,23,27,47,52,1,,3456480.23,92,,11326.92,7241,,143.38,,0.0,0.0,,Estimativa prêmio próximo concurso (sena) :R$1MILHÃO.
274,02/06/2001,11,13,18,26,39,47,0,,0.0,142,,5488.22,7420,,104.64,,0.0,0.0,,Estimativa prêmio próximo concurso (sena):R$ 2 MILHÕES.
275,09/06/2001,16,19,30,37,38,48,0,,0.0,41,,22897.52,3737,,250.27,,0.0,0.0,,"Estimativa prêmio próximo concurso (sena): R$ 3.500.000,00."
276,16/06/2001,22,39,45,53,57,59,0,,0.0,79,,12486.98,5172,,190.01,,0.0,0.0,,Estimativa prêmio próximo concurso (sena):R$ 5 MILHÕES.
277,23/06/2001,04,26,38,40,52,56,0,,0.0,95,,11578.72,5404,,202.78,,0.0,0.0,,"Estimativa prêmio próximo concurso (Sena)R$6.000.000,00"
278,30/06/2001,10,15,18,22,31,55,0,,0.0,99,,11868.09,6996,,167.32,,0.0,0.0,,Estimativa prêmio próximo concurso (sena): R$ 8 MILHÕES.
279,07/07/2001,04,23,31,47,58,59,0,,0.0,58,,23664.88,6137,,222.81,,0.0,0.0,,"Estimativa prêmio (Sena) próximo concurso: R$ 20.000.000,00"
280,14/07/2001,05,16,20,25,30,58,0,,0.0,192,,11199.47,14673,,146.0,,0.0,0.0,,"Estimativa prêmio(sena) próximo concurso: R$23.000.000,00."
281,21/07/2001,05,11,31,38,47,53,1,,22414093.5,188,,13574.18,12864,,197.63,,0.0,0.0,,"Estimativa prêmio próximo concurso (sena)R$1.000.000,00"
282,28/07/2001,09,14,23,24,33,36,1,,958878.82,76,,10514.03,6064,,131.27,,0.0,0.0,,Estimativa prêmio próximo concurso (sena): R$ 800 MIL.
283,01/08/2001,25,28,34,42,48,54,1,,367173.22,36,,8499.38,2126,,143.38,,0.0,0.0,,"Estimativa de prêmio (SENA) próximo concurso: R$ 800.000,00"
284,04/08/2001,07,08,14,30,32,36,1,,901884.48,75,,10020.94,5358,,139.74,,0.0,0.0,,Estimativa prêmio próximo concurso (sena): R$500 MIL.
285,08/08/2001,12,32,37,41,50,56,0,,0.0,17,,20875.96,1173,,301.41,,0.0,0.0,,"Estimativa prêmio próximo concurso (sena): R$ 1.500.000,00."
286,11/08/2001,29,35,37,44,47,56,0,,0.0,59,,13743.96,3739,,216.06,,0.0,0.0,,"Estimativa prêmio (SENA)próximo concurso:
 R$ 2.000.000,00."
287,15/08/2001,03,13,25,33,47,60,1,,1931474.8,110,,4034.34,5633,,78.49,,0.0,0.0,,Estimativa prêmio próximo concurso (sena): R$ 1 MILHÃO.
288,18/08/2001,06,09,11,17,18,50,0,,0.0,82,,8749.64,4763,,150.07,,0.0,0.0,,"Estimativa de prêmio para o próximo concurso: (sena) R$1.500.000,00"
289,22/08/2001,06,07,20,25,30,36,0,,0.0,29,,13819.12,2197,,181.72,,0.0,0.0,,Estimativa prêmio (sena) próximo concurso: R$10 MILHÕES.
290,25/08/2001,07,25,26,30,40,57,0,,0.0,56,,20662.23,4869,,236.75,,0.0,0.0,,"Estimativa prêmio(sena) próximo concurso: R$11.000.000,00"
291,29/08/2001,05,16,17,18,22,41,0,,0.0,71,,11244.78,4870,,163.32,,0.0,0.0,,Estimativa prêmio próximo concurso (sena): R$ 13 MILHÕES.
292,01/09/2001,13,23,24,34,45,53,0,,0.0,116,,11313.3,8670,,150.8,,0.0,0.0,,"Estimativa premio (SENA)próximo concurso: R$ 14.000.000,00."
293,05/09/2001,05,06,07,12,28,35,0,,0.0,167,,5817.88,10185,,95.03,,0.0,0.0,,"Estimativa prêmio próximo concurso: (SENA)
  R$16 MILHÕES."
294,08/09/2001,22,25,28,41,45,57,2,,7696680.33,130,,9839.13,7434,,171.41,,0.0,0.0,,Estimativa prêmio próximo concurso: (SENA) R$600 MIL.
295,12/09/2001,07,12,24,31,44,50,0,,0.0,36,,10242.27,2055,,178.75,,0.0,0.0,,"Estimativa prêmio (SENA) próximo concurso: R$1.500.000,00."
296,15/09/2001,03,20,42,46,51,52,0,,0.0,29,,26582.95,2348,,327.09,,0.0,0.0,,Estimativa prêmio (SENA) próximo concurso: R$2 MILHÕES.
297,19/09/2001,01,20,28,33,36,41,0,,0.0,25,,19353.56,1920,,251.05,,0.0,0.0,,"ESTIMATIVA PRÊMIO (SENA) PRÓXIMO CONCURSO: R$3.000.000,00."
298,22/09/2001,05,22,23,24,34,60,1,,2994572.21,50,,17440.22,4372,,198.71,,0.0,0.0,,"Estimativa de prêmio (sena) próximo concurso: R$500.000,00."
299,26/09/2001,02,05,07,33,49,53,0,,0.0,33,,10538.82,2049,,169.09,,0.0,0.0,,Estimativa prêmio (SENA) próximo concurso: R$8 MILHÕES.
300,29/09/2001,24,27,28,38,41,57,0,,0.0,48,,22820.73,4820,,226.4,,0.0,0.0,,Estimativa prêmio (SENA) próximo concurso: R$10 MILHÕES.
301,03/10/2001,09,26,48,49,57,58,0,,0.0,28,,29571.34,2892,,285.22,,0.0,0.0,,Estimativa prêmio próximo concurso (sena): R$ 11 MILHÕES.
302,06/10/2001,12,25,30,40,41,60,0,,0.0,101,,13505.06,6361,,213.63,,0.0,0.0,,Estimativa prêmio (SENA) próximo concurso: R$12 MILHÕES.
303,10/10/2001,07,13,17,30,37,47,1,,12257748.27,215,,4674.95,12861,,77.86,,0.0,0.0,,Estimativa de prêmio próximo concurso R$ 900 MIL.
304,13/10/2001,07,11,34,41,42,59,0,,0.0,58,,11050.1,3274,,195.02,,0.0,0.0,,"Estimativa prêmio próximo concurso (sena): R$ 1.300.000,00."
305,17/10/2001,05,11,27,38,53,60,0,,0.0,47,,10013.62,3770,,124.37,,0.0,0.0,,"Estimativa prêmio (SENA) próximo concurso: R$2.300.000,00."
306,20/10/2001,19,30,41,47,56,57,0,,0.0,28,,29736.18,2294,,361.58,,0.0,0.0,,Estimativa prêmio (SENA) próximo concurso: R$ 3 MILHÕES.
307,24/10/2001,13,16,17,26,41,44,0,,0.0,44,,12632.8,3962,,139.76,,0.0,0.0,,"Estimativa de prêmio próximo concurso (SENA): R$ 4.000.000,00."
308,27/10/2001,04,11,25,29,39,55,1,,4138172.99,62,,15297.99,5173,,182.67,,0.0,0.0,,"Estimativa de prêmio (SENA) próximo concurso:R$ 500.000,00"
309,31/10/2001,04,11,25,39,50,55,1,,442899.06,3001,,122.53,2997,,122.69,,0.0,0.0,,estimativa prêmio próximo concurso (sena): R$ 7 MILHÕES.
310,03/11/2001,02,14,28,29,31,32,0,,0.0,81,,10544.47,5093,,167.07,,0.0,0.0,,"Estimativa de prêmio próximo concurso(SENA): R$ 9.000.000,00."
311,07/11/2001,22,24,30,32,38,41,0,,0.0,31,,25454.68,2871,,273.81,,0.0,0.0,,Estimativa prêmio (SENA) próximo concurso: R$ 10 MILHÕES.
312,10/11/2001,14,23,30,41,47,50,0,,0.0,76,,15889.75,4985,,241.33,,0.0,0.0,,Estimativa prêmio (SENA) próximo concurso: R$ 11 MILHÕES.
313,14/11/2001,14,16,24,37,38,53,0,,0.0,61,,15665.21,5547,,171.62,,0.0,0.0,,"Estimativa prêmio(sena)próximo concurso: R$12.000.000,00."
314,17/11/2001,05,32,34,37,40,58,0,,0.0,93,,12287.32,5542,,205.42,,0.0,0.0,,"Estimativa prêmio (sena) próximo concurso: R$14.000.000,00."
315,21/11/2001,12,21,22,28,43,50,1,,13675105.67,43,,24188.06,4598,,225.35,,0.0,0.0,,"Estimativa de prêmio (SENA) próximo concurso: R$ 700.000,00."
316,24/11/2001,06,24,28,43,51,56,0,,0.0,104,,6446.33,4093,,163.18,,0.0,0.0,,"Estimativa prêmio (sena) próximo concurso: R$1.300.000,00."
317,28/11/2001,16,20,27,30,35,48,0,,0.0,23,,18858.99,2088,,206.96,,0.0,0.0,,"Estimativa prêmio (SENA) próximo concurso: R$2.200.000,00."
318,01/12/2001,03,19,20,31,40,53,1,,2227008.03,46,,16340.54,3071,,243.84,,0.0,0.0,,Estimativa prêmio próximo concurso (sena) R$ 550 MIL.
319,05/12/2001,12,16,17,19,23,48,0,,0.0,52,,7242.06,3342,,112.26,,0.0,0.0,,"ESTIMATIVA DE PRÊMIO (SENA) PRÓXIMO CONCURSO:
R$8.000.000,00."
320,08/12/2001,20,22,27,47,50,53,0,,0.0,77,,15489.0,4916,,241.69,,0.0,0.0,,"Estimativa de prêmio (SENA) próximo concurso: R$ 10.000.000,00."
321,12/12/2001,04,11,31,32,48,49,0,,0.0,55,,16954.09,3729,,249.11,,0.0,0.0,,"Estimativa de prêmio (SENA) próximo concurso: R$ 11.000.000,00."
322,15/12/2001,11,18,29,44,47,56,0,,0.0,87,,15453.45,7835,,170.95,,0.0,0.0,,"Estimativa de prêmio (SENA) próximo concurso: R$12.500.000,00."
323,19/12/2001,26,31,33,40,49,54,0,,0.0,56,,19921.91,4244,,261.89,,0.0,0.0,,"Estimativa de prêmio (SENA) próximo concurso: R$14.000.000,00."
324,22/12/2001,08,15,22,25,30,47,0,,0.0,211,,7938.4,12192,,136.87,,0.0,0.0,,"Estimativa de prêmio (SENA) próximo concurso: 17.000.000,00."
325,29/12/2001,01,03,04,21,23,53,2,,8743877.8,256,,9590.82,15646,,156.33,,0.0,0.0,,"Estimativa de prêmio (SENA) próximo concurso: R$1.200.000,00."
326,05/01/2002,21,23,40,44,51,52,0,,0.0,27,,32367.36,2674,,325.58,,0.0,0.0,,"Estimativa de prêmio (SENA) próximo concurso: R$1.800.000,00."
327,09/01/2002,29,32,33,38,46,48,0,,0.0,16,,30517.93,2112,,230.33,,0.0,0.0,,"Estimativa de prêmio (SENA) próximo concurso: R$2.600.000,00."
328,12/01/2002,05,07,14,21,23,51,1,,2721357.01,100,,9055.92,7121,,126.69,,0.0,0.0,,Estimativa prêmio próximo concurso (sena): R$ 550 MIL.
329,16/01/2002,10,11,12,24,35,40,0,,0.0,40,,10380.3,2904,,142.44,,0.0,0.0,,"Estimativa de prêmio (SENA) próximo concurso: R$11.000.000,00 (ONZE MILHÕES!!!)"
330,19/01/2002,02,04,14,23,37,51,0,,0.0,120,,10924.51,7914,,165.03,,0.0,0.0,,"Estimativa de prêmio (SENA) próximo concurso: R$13.000.000,00 (TREZE MILHÕES)."
331,23/01/2002,01,13,20,27,35,37,0,,0.0,70,,13872.44,6408,,150.97,,0.0,0.0,,"Estimativa de prêmio (SENA) próximo concurso: R$15.000.000,00 (QUINZE MILHÕES!!!)"
332,26/01/2002,23,28,29,34,42,44,0,,0.0,83,,16762.69,6713,,206.47,,0.0,0.0,,"Estimativa de prêmio (SENA) próximo concurso: R$16.000.000,00 (DEZESSEIS MILHÕES!!!)."
333,30/01/2002,04,27,35,44,52,53,0,,0.0,93,,12692.31,6221,,189.02,,0.0,0.0,,"Estimativa de prêmio (SENA) próximo concurso: R$17.000.000,00 (DEZESSETE MILHÕES!!)."
334,02/02/2002,14,23,24,26,41,51,2,,8729392.91,1200,,1400.91,8839,,189.47,,0.0,0.0,,"Estimativa de prêmio (SENA) próximo concurso: R$600.000,00."
335,06/02/2002,07,23,33,43,57,59,0,,0.0,24,,17736.83,2134,,198.73,,0.0,0.0,,"Estimativa de prêmio (SENA) próximo concurso: R$1.100.000,00."
336,09/02/2002,02,18,22,26,30,54,0,,0.0,68,,11058.6,4141,,180.91,,0.0,0.0,,"Estimativa de prêmio(SENA)para o próximo concurso: R$ 2.500.000,00"
337,16/02/2002,04,14,16,31,52,54,0,,0.0,34,,27110.52,3454,,265.86,,0.0,0.0,,"Estimativa de prêmio (SENA) próximo concurso: R$3.500.000,00."
338,20/02/2002,01,04,09,36,46,48,0,,0.0,43,,14031.02,3245,,185.23,,0.0,0.0,,"Estimativa de prêmio (SENA) próximo concurso: R$4.200.000,00."
339,23/02/2002,05,12,13,16,27,50,0,,0.0,76,,12374.85,6908,,135.64,,0.0,0.0,,"Estimativa de prêmio (SENA) próximo concurso: R$14.000.000,00 (QUATORZE MILHÕES!!)."
340,27/02/2002,09,10,12,33,42,60,0,,0.0,121,,9877.84,6970,,170.83,,0.0,0.0,,"Estimativa de prêmio (SENA) próximo concurso: R$16.000.000,00 (DEZESSEIS MILHÕES!!)."
341,02/03/2002,05,16,22,23,43,56,0,,0.0,166,,9623.14,11103,,143.34,,0.0,0.0,,"Estimativa de prêmio (SENA) próximo concurso: R$18.000.000,00 (DEZOITO MILHÕES!!)."
342,06/03/2002,16,29,34,49,51,54,0,,0.0,93,,15067.81,5578,,250.27,,0.0,0.0,,"Estimativa de prêmio (SENA) próximo concurso: R$20.000.000,00."
343,09/03/2002,04,06,07,12,24,41,2,,9937283.03,246,,7884.39,17023,,113.51,,0.0,0.0,,"Estimativa de prêmio (SENA) próximo concurso: R$600.000,00."
344,13/03/2002,10,12,14,33,35,36,0,,0.0,46,,9494.33,3487,,124.78,,0.0,0.0,,"Estimativa de prêmio (SENA) próximo concurso: R$1.300.000,00."
345,16/03/2002,11,22,46,51,56,58,1,,1447870.53,27,,28511.84,2170,,353.42,,0.0,0.0,,"Estimativa prêmio próximo concurso (Sena) R$ 550.000,00."
346,20/03/2002,07,12,41,46,56,60,0,,0.0,20,,19632.3,1589,,246.17,,0.0,0.0,,"Estimativa de prêmio (SENA) próximo concurso: R$1.200.000,00."
347,23/03/2002,01,10,12,26,48,52,0,,0.0,72,,9988.89,4730,,151.48,,0.0,0.0,,"Estimativa de prêmio (SENA) próximo concurso: R$2.000.000,00."
348,27/03/2002,19,30,33,39,40,52,0,,0.0,19,,26763.06,1547,,327.46,,0.0,0.0,,"Estimativa de prêmio (SENA) próximo concurso: R$2.700.000,00."
349,30/03/2002,08,09,28,32,38,54,0,,0.0,46,,14053.06,3264,,197.31,,0.0,0.0,,"Estimativa de prêmio (SENA) próximo concurso: R$11.500.000,00"
350,03/04/2002,10,15,23,30,43,57,0,,0.0,80,,11801.82,5012,,187.66,,0.0,0.0,,"Estimativa de prêmio (SENA) próximo concurso: R$13.000.000,00 (TREZE MILHÕES!!!)"
351,06/04/2002,15,16,24,41,59,60,0,,0.0,98,,14478.34,5832,,242.37,,0.0,0.0,,"Estimativa de prêmio (SENA) próximo concurso: R$15.000.000,00 (QUINZE MILHÕES!!!)."
352,10/04/2002,07,20,25,44,47,49,0,,0.0,161,,7848.74,8080,,155.8,,0.0,0.0,,"Estimativa de prêmio (SENA) próximo concurso: R$17.000.000,00 (DEZESSETE MILHÕES!!!)."
353,13/04/2002,19,23,30,46,55,60,0,,0.0,89,,19537.11,6862,,252.44,,0.0,0.0,,"Estimativa de prêmio (SENA) próximo concurso: R$19.000.000,00 (DEZENOVE MILHÕES!!!)."
